,POS_ID,POS_LONGITUD,POS_LATITUD,POS_ID_2,POS_LONGITUD_2,POS_LATITUD_2
20015,53114628,2.09492,41.47936,53114613,2.09492,41.47936
20028,53114628,2.09492,41.47936,53114600,2.09492,41.47936
20043,53114628,2.09492,41.47936,53114585,2.09492,41.47936
20059,53114628,2.09492,41.47936,53114569,2.09492,41.47936
20071,53114628,2.09492,41.47936,53114557,2.09492,41.47936
20085,53114628,2.09492,41.47936,53114543,2.09492,41.47936
20098,53114628,2.09492,41.47936,53114530,2.09492,41.47936
20112,53114628,2.09492,41.47936,53114516,2.09492,41.47936
20120,53114628,2.09492,41.47936,53114508,2.09492,41.47936
20135,53114628,2.09492,41.47936,53114493,2.09492,41.47936
20152,53114628,2.09492,41.47936,53114476,2.09492,41.47936
20167,53114628,2.09492,41.47936,53114461,2.09492,41.47936
20188,53114628,2.09492,41.47936,53114440,2.09492,41.47936
20228,53114628,2.09492,41.47936,53114400,2.09492,41.47936
20315,53114628,2.09492,41.47936,53114312,2.09492,41.47936
20376,53114628,2.09492,41.47936,53114251,2.09492,41.47936
20454,53114628,2.09492,41.47936,53114173,2.09492,41.47936
20521,53114628,2.09492,41.47936,53114106,2.09492,41.47936
20575,53114628,2.09492,41.47936,53114052,2.09492,41.47936
20640,53114628,2.09492,41.47936,53113987,2.09492,41.47936
20677,53114628,2.09492,41.47936,53113949,2.09492,41.47936
20697,53114628,2.09492,41.47936,53113929,2.09492,41.47936
20727,53114628,2.09492,41.47936,53113898,2.09492,41.47936
20747,53114628,2.09492,41.47936,53113877,2.09492,41.47936
20774,53114628,2.09492,41.47936,53113850,2.09492,41.47936
20803,53114628,2.09492,41.47936,53113820,2.09492,41.47936
20829,53114628,2.09492,41.47936,53113794,2.09492,41.47936
20869,53114628,2.09492,41.47936,53113753,2.09492,41.47936
20905,53114628,2.09492,41.47936,53113717,2.09492,41.47936
60012,53114626,2.09539,41.47969,53114614,2.09539,41.47969
60025,53114626,2.09539,41.47969,53114601,2.09539,41.47969
60038,53114626,2.09539,41.47969,53114588,2.09539,41.47969
60054,53114626,2.09539,41.47969,53114572,2.09539,41.47969
60067,53114626,2.09539,41.47969,53114559,2.09539,41.47969
60081,53114626,2.09539,41.47969,53114545,2.09539,41.47969
60094,53114626,2.09539,41.47969,53114532,2.09539,41.47969
60106,53114626,2.09539,41.47969,53114520,2.09539,41.47969
60117,53114626,2.09539,41.47969,53114509,2.09539,41.47969
60132,53114626,2.09539,41.47969,53114494,2.09539,41.47969
60146,53114626,2.09539,41.47969,53114480,2.09539,41.47969
60164,53114626,2.09539,41.47969,53114462,2.09539,41.47969
60184,53114626,2.09539,41.47969,53114442,2.09539,41.47969
60225,53114626,2.09539,41.47969,53114401,2.09539,41.47969
60312,53114626,2.09539,41.47969,53114313,2.09539,41.47969
60371,53114626,2.09539,41.47969,53114254,2.09539,41.47969
60440,53114626,2.09539,41.47969,53114185,2.09539,41.47969
60506,53114626,2.09539,41.47969,53114119,2.09539,41.47969
60567,53114626,2.09539,41.47969,53114058,2.09539,41.47969
60626,53114626,2.09539,41.47969,53113999,2.09539,41.47969
60672,53114626,2.09539,41.47969,53113952,2.09539,41.47969
60694,53114626,2.09539,41.47969,53113930,2.09539,41.47969
60721,53114626,2.09539,41.47969,53113902,2.09539,41.47969
60743,53114626,2.09539,41.47969,53113879,2.09539,41.47969
60771,53114626,2.09539,41.47969,53113851,2.09539,41.47969
60798,53114626,2.09539,41.47969,53113823,2.09539,41.47969
60825,53114626,2.09539,41.47969,53113796,2.09539,41.47969
60863,53114626,2.09539,41.47969,53113757,2.09539,41.47969
60901,53114626,2.09539,41.47969,53113719,2.09539,41.47969
60958,53114626,2.09539,41.47969,53113662,2.09539,41.47969
60996,53114626,2.09539,41.47969,53113624,2.09539,41.47969
61039,53114626,2.09539,41.47969,53113580,2.09539,41.47969
61070,53114626,2.09539,41.47969,53113549,2.09539,41.47969
61102,53114626,2.09539,41.47969,53113516,2.09539,41.47969
61165,53114626,2.09539,41.47969,53113453,2.09539,41.47969
61298,53114626,2.09539,41.47969,53113320,2.09539,41.47969
61396,53114626,2.09539,41.47969,53113222,2.09539,41.47969
61498,53114626,2.09539,41.47969,53113118,2.09539,41.47969
61607,53114626,2.09539,41.47969,53113009,2.09539,41.47969
61648,53114626,2.09539,41.47969,53112968,2.09539,41.47969
61681,53114626,2.09539,41.47969,53112934,2.09539,41.47969
80013,53114625,2.09488,41.47934,53114612,2.09488,41.47934
80026,53114625,2.09488,41.47934,53114599,2.09488,41.47934
80038,53114625,2.09488,41.47934,53114587,2.09488,41.47934
80054,53114625,2.09488,41.47934,53114571,2.09488,41.47934
80067,53114625,2.09488,41.47934,53114558,2.09488,41.47934
80081,53114625,2.09488,41.47934,53114544,2.09488,41.47934
80094,53114625,2.09488,41.47934,53114531,2.09488,41.47934
80106,53114625,2.09488,41.47934,53114519,2.09488,41.47934
80119,53114625,2.09488,41.47934,53114506,2.09488,41.47934
80133,53114625,2.09488,41.47934,53114492,2.09488,41.47934
80150,53114625,2.09488,41.47934,53114475,2.09488,41.47934
80166,53114625,2.09488,41.47934,53114459,2.09488,41.47934
80186,53114625,2.09488,41.47934,53114439,2.09488,41.47934
80236,53114625,2.09488,41.47934,53114389,2.09488,41.47934
80323,53114625,2.09488,41.47934,53114301,2.09488,41.47934
80374,53114625,2.09488,41.47934,53114250,2.09488,41.47934
80453,53114625,2.09488,41.47934,53114171,2.09488,41.47934
80519,53114625,2.09488,41.47934,53114105,2.09488,41.47934
80573,53114625,2.09488,41.47934,53114051,2.09488,41.47934
80638,53114625,2.09488,41.47934,53113986,2.09488,41.47934
80675,53114625,2.09488,41.47934,53113948,2.09488,41.47934
80698,53114625,2.09488,41.47934,53113925,2.09488,41.47934
80725,53114625,2.09488,41.47934,53113897,2.09488,41.47934
80746,53114625,2.09488,41.47934,53113875,2.09488,41.47934
80772,53114625,2.09488,41.47934,53113849,2.09488,41.47934
80804,53114625,2.09488,41.47934,53113816,2.09488,41.47934
80829,53114625,2.09488,41.47934,53113791,2.09488,41.47934
80853,53114625,2.09488,41.47934,53113767,2.09488,41.47934
100013,53114624,2.09514,41.47939,53114611,2.09514,41.47939
100026,53114624,2.09514,41.47939,53114598,2.09514,41.47939
100040,53114624,2.09514,41.47939,53114584,2.09514,41.47939
100056,53114624,2.09514,41.47939,53114568,2.09514,41.47939
100070,53114624,2.09514,41.47939,53114554,2.09514,41.47939
100084,53114624,2.09514,41.47939,53114540,2.09514,41.47939
100095,53114624,2.09514,41.47939,53114529,2.09514,41.47939
100109,53114624,2.09514,41.47939,53114515,2.09514,41.47939
100119,53114624,2.09514,41.47939,53114505,2.09514,41.47939
100133,53114624,2.09514,41.47939,53114491,2.09514,41.47939
100150,53114624,2.09514,41.47939,53114474,2.09514,41.47939
100164,53114624,2.09514,41.47939,53114460,2.09514,41.47939
100186,53114624,2.09514,41.47939,53114438,2.09514,41.47939
100236,53114624,2.09514,41.47939,53114388,2.09514,41.47939
100327,53114624,2.09514,41.47939,53114296,2.09514,41.47939
100384,53114624,2.09514,41.47939,53114239,2.09514,41.47939
100454,53114624,2.09514,41.47939,53114169,2.09514,41.47939
100530,53114624,2.09514,41.47939,53114093,2.09514,41.47939
100586,53114624,2.09514,41.47939,53114037,2.09514,41.47939
100651,53114624,2.09514,41.47939,53113971,2.09514,41.47939
100677,53114624,2.09514,41.47939,53113945,2.09514,41.47939
100700,53114624,2.09514,41.47939,53113922,2.09514,41.47939
100726,53114624,2.09514,41.47939,53113895,2.09514,41.47939
120013,53114623,2.09513,41.47945,53114610,2.09513,41.47945
120026,53114623,2.09513,41.47945,53114597,2.09513,41.47945
120040,53114623,2.09513,41.47945,53114583,2.09513,41.47945
120056,53114623,2.09513,41.47945,53114567,2.09513,41.47945
120070,53114623,2.09513,41.47945,53114553,2.09513,41.47945
120084,53114623,2.09513,41.47945,53114539,2.09513,41.47945
120096,53114623,2.09513,41.47945,53114527,2.09513,41.47945
120109,53114623,2.09513,41.47945,53114514,2.09513,41.47945
120120,53114623,2.09513,41.47945,53114503,2.09513,41.47945
120136,53114623,2.09513,41.47945,53114487,2.09513,41.47945
120151,53114623,2.09513,41.47945,53114472,2.09513,41.47945
120167,53114623,2.09513,41.47945,53114456,2.09513,41.47945
120187,53114623,2.09513,41.47945,53114436,2.09513,41.47945
120247,53114623,2.09513,41.47945,53114376,2.09513,41.47945
120337,53114623,2.09513,41.47945,53114285,2.09513,41.47945
120397,53114623,2.09513,41.47945,53114225,2.09513,41.47945
120465,53114623,2.09513,41.47945,53114157,2.09513,41.47945
120531,53114623,2.09513,41.47945,53114091,2.09513,41.47945
120588,53114623,2.09513,41.47945,53114034,2.09513,41.47945
120651,53114623,2.09513,41.47945,53113970,2.09513,41.47945
120677,53114623,2.09513,41.47945,53113944,2.09513,41.47945
120700,53114623,2.09513,41.47945,53113921,2.09513,41.47945
120726,53114623,2.09513,41.47945,53113894,2.09513,41.47945
120747,53114623,2.09513,41.47945,53113872,2.09513,41.47945
120775,53114623,2.09513,41.47945,53113844,2.09513,41.47945
120806,53114623,2.09513,41.47945,53113812,2.09513,41.47945
120830,53114623,2.09513,41.47945,53113788,2.09513,41.47945
120872,53114623,2.09513,41.47945,53113745,2.09513,41.47945
120914,53114623,2.09513,41.47945,53113703,2.09513,41.47945
120971,53114623,2.09513,41.47945,53113646,2.09513,41.47945
121012,53114623,2.09513,41.47945,53113604,2.09513,41.47945
121047,53114623,2.09513,41.47945,53113569,2.09513,41.47945
160086,53114621,2.095074,41.47966,53114535,2.095073,41.47966
260012,53114616,2.07711,41.46928,53114604,2.07711,41.46928
260026,53114616,2.07711,41.46928,53114590,2.07711,41.46928
260042,53114616,2.07711,41.46928,53114574,2.07711,41.46928
260056,53114616,2.07711,41.46928,53114560,2.07711,41.46928
260070,53114616,2.07711,41.46928,53114546,2.07711,41.46928
260083,53114616,2.07711,41.46928,53114533,2.07711,41.46928
260094,53114616,2.07711,41.46928,53114522,2.07711,41.46928
260105,53114616,2.07711,41.46928,53114511,2.07711,41.46928
299988,53114614,2.09539,41.47969,53114626,2.09539,41.47969
300013,53114614,2.09539,41.47969,53114601,2.09539,41.47969
300026,53114614,2.09539,41.47969,53114588,2.09539,41.47969
300042,53114614,2.09539,41.47969,53114572,2.09539,41.47969
300055,53114614,2.09539,41.47969,53114559,2.09539,41.47969
300069,53114614,2.09539,41.47969,53114545,2.09539,41.47969
300082,53114614,2.09539,41.47969,53114532,2.09539,41.47969
300094,53114614,2.09539,41.47969,53114520,2.09539,41.47969
300105,53114614,2.09539,41.47969,53114509,2.09539,41.47969
300120,53114614,2.09539,41.47969,53114494,2.09539,41.47969
300134,53114614,2.09539,41.47969,53114480,2.09539,41.47969
300152,53114614,2.09539,41.47969,53114462,2.09539,41.47969
300172,53114614,2.09539,41.47969,53114442,2.09539,41.47969
300213,53114614,2.09539,41.47969,53114401,2.09539,41.47969
300300,53114614,2.09539,41.47969,53114313,2.09539,41.47969
300359,53114614,2.09539,41.47969,53114254,2.09539,41.47969
300428,53114614,2.09539,41.47969,53114185,2.09539,41.47969
300494,53114614,2.09539,41.47969,53114119,2.09539,41.47969
300555,53114614,2.09539,41.47969,53114058,2.09539,41.47969
300614,53114614,2.09539,41.47969,53113999,2.09539,41.47969
300660,53114614,2.09539,41.47969,53113952,2.09539,41.47969
300682,53114614,2.09539,41.47969,53113930,2.09539,41.47969
300709,53114614,2.09539,41.47969,53113902,2.09539,41.47969
300731,53114614,2.09539,41.47969,53113879,2.09539,41.47969
300759,53114614,2.09539,41.47969,53113851,2.09539,41.47969
300786,53114614,2.09539,41.47969,53113823,2.09539,41.47969
300813,53114614,2.09539,41.47969,53113796,2.09539,41.47969
300851,53114614,2.09539,41.47969,53113757,2.09539,41.47969
300889,53114614,2.09539,41.47969,53113719,2.09539,41.47969
300946,53114614,2.09539,41.47969,53113662,2.09539,41.47969
300984,53114614,2.09539,41.47969,53113624,2.09539,41.47969
301027,53114614,2.09539,41.47969,53113580,2.09539,41.47969
301058,53114614,2.09539,41.47969,53113549,2.09539,41.47969
301090,53114614,2.09539,41.47969,53113516,2.09539,41.47969
301153,53114614,2.09539,41.47969,53113453,2.09539,41.47969
301286,53114614,2.09539,41.47969,53113320,2.09539,41.47969
301384,53114614,2.09539,41.47969,53113222,2.09539,41.47969
301486,53114614,2.09539,41.47969,53113118,2.09539,41.47969
301595,53114614,2.09539,41.47969,53113009,2.09539,41.47969
301636,53114614,2.09539,41.47969,53112968,2.09539,41.47969
301669,53114614,2.09539,41.47969,53112934,2.09539,41.47969
319985,53114613,2.09492,41.47936,53114628,2.09492,41.47936
320013,53114613,2.09492,41.47936,53114600,2.09492,41.47936
320028,53114613,2.09492,41.47936,53114585,2.09492,41.47936
320044,53114613,2.09492,41.47936,53114569,2.09492,41.47936
320056,53114613,2.09492,41.47936,53114557,2.09492,41.47936
320070,53114613,2.09492,41.47936,53114543,2.09492,41.47936
320083,53114613,2.09492,41.47936,53114530,2.09492,41.47936
320097,53114613,2.09492,41.47936,53114516,2.09492,41.47936
320105,53114613,2.09492,41.47936,53114508,2.09492,41.47936
320120,53114613,2.09492,41.47936,53114493,2.09492,41.47936
320137,53114613,2.09492,41.47936,53114476,2.09492,41.47936
320152,53114613,2.09492,41.47936,53114461,2.09492,41.47936
320173,53114613,2.09492,41.47936,53114440,2.09492,41.47936
320213,53114613,2.09492,41.47936,53114400,2.09492,41.47936
320300,53114613,2.09492,41.47936,53114312,2.09492,41.47936
320361,53114613,2.09492,41.47936,53114251,2.09492,41.47936
320439,53114613,2.09492,41.47936,53114173,2.09492,41.47936
320506,53114613,2.09492,41.47936,53114106,2.09492,41.47936
320560,53114613,2.09492,41.47936,53114052,2.09492,41.47936
320625,53114613,2.09492,41.47936,53113987,2.09492,41.47936
320662,53114613,2.09492,41.47936,53113949,2.09492,41.47936
320682,53114613,2.09492,41.47936,53113929,2.09492,41.47936
320712,53114613,2.09492,41.47936,53113898,2.09492,41.47936
320732,53114613,2.09492,41.47936,53113877,2.09492,41.47936
320759,53114613,2.09492,41.47936,53113850,2.09492,41.47936
320788,53114613,2.09492,41.47936,53113820,2.09492,41.47936
320814,53114613,2.09492,41.47936,53113794,2.09492,41.47936
320854,53114613,2.09492,41.47936,53113753,2.09492,41.47936
320890,53114613,2.09492,41.47936,53113717,2.09492,41.47936
339987,53114612,2.09488,41.47934,53114625,2.09488,41.47934
340013,53114612,2.09488,41.47934,53114599,2.09488,41.47934
340025,53114612,2.09488,41.47934,53114587,2.09488,41.47934
340041,53114612,2.09488,41.47934,53114571,2.09488,41.47934
340054,53114612,2.09488,41.47934,53114558,2.09488,41.47934
340068,53114612,2.09488,41.47934,53114544,2.09488,41.47934
340081,53114612,2.09488,41.47934,53114531,2.09488,41.47934
340093,53114612,2.09488,41.47934,53114519,2.09488,41.47934
340106,53114612,2.09488,41.47934,53114506,2.09488,41.47934
340120,53114612,2.09488,41.47934,53114492,2.09488,41.47934
340137,53114612,2.09488,41.47934,53114475,2.09488,41.47934
340153,53114612,2.09488,41.47934,53114459,2.09488,41.47934
340173,53114612,2.09488,41.47934,53114439,2.09488,41.47934
340223,53114612,2.09488,41.47934,53114389,2.09488,41.47934
340310,53114612,2.09488,41.47934,53114301,2.09488,41.47934
340361,53114612,2.09488,41.47934,53114250,2.09488,41.47934
340440,53114612,2.09488,41.47934,53114171,2.09488,41.47934
340506,53114612,2.09488,41.47934,53114105,2.09488,41.47934
340560,53114612,2.09488,41.47934,53114051,2.09488,41.47934
340625,53114612,2.09488,41.47934,53113986,2.09488,41.47934
340662,53114612,2.09488,41.47934,53113948,2.09488,41.47934
340685,53114612,2.09488,41.47934,53113925,2.09488,41.47934
340712,53114612,2.09488,41.47934,53113897,2.09488,41.47934
340733,53114612,2.09488,41.47934,53113875,2.09488,41.47934
340759,53114612,2.09488,41.47934,53113849,2.09488,41.47934
340791,53114612,2.09488,41.47934,53113816,2.09488,41.47934
340816,53114612,2.09488,41.47934,53113791,2.09488,41.47934
340840,53114612,2.09488,41.47934,53113767,2.09488,41.47934
359987,53114611,2.09514,41.47939,53114624,2.09514,41.47939
360013,53114611,2.09514,41.47939,53114598,2.09514,41.47939
360027,53114611,2.09514,41.47939,53114584,2.09514,41.47939
360043,53114611,2.09514,41.47939,53114568,2.09514,41.47939
360057,53114611,2.09514,41.47939,53114554,2.09514,41.47939
360071,53114611,2.09514,41.47939,53114540,2.09514,41.47939
360082,53114611,2.09514,41.47939,53114529,2.09514,41.47939
360096,53114611,2.09514,41.47939,53114515,2.09514,41.47939
360106,53114611,2.09514,41.47939,53114505,2.09514,41.47939
360120,53114611,2.09514,41.47939,53114491,2.09514,41.47939
360137,53114611,2.09514,41.47939,53114474,2.09514,41.47939
360151,53114611,2.09514,41.47939,53114460,2.09514,41.47939
360173,53114611,2.09514,41.47939,53114438,2.09514,41.47939
360223,53114611,2.09514,41.47939,53114388,2.09514,41.47939
360314,53114611,2.09514,41.47939,53114296,2.09514,41.47939
360371,53114611,2.09514,41.47939,53114239,2.09514,41.47939
360441,53114611,2.09514,41.47939,53114169,2.09514,41.47939
360517,53114611,2.09514,41.47939,53114093,2.09514,41.47939
360573,53114611,2.09514,41.47939,53114037,2.09514,41.47939
360638,53114611,2.09514,41.47939,53113971,2.09514,41.47939
360664,53114611,2.09514,41.47939,53113945,2.09514,41.47939
360687,53114611,2.09514,41.47939,53113922,2.09514,41.47939
360713,53114611,2.09514,41.47939,53113895,2.09514,41.47939
379987,53114610,2.09513,41.47945,53114623,2.09513,41.47945
380013,53114610,2.09513,41.47945,53114597,2.09513,41.47945
380027,53114610,2.09513,41.47945,53114583,2.09513,41.47945
380043,53114610,2.09513,41.47945,53114567,2.09513,41.47945
380057,53114610,2.09513,41.47945,53114553,2.09513,41.47945
380071,53114610,2.09513,41.47945,53114539,2.09513,41.47945
380083,53114610,2.09513,41.47945,53114527,2.09513,41.47945
380096,53114610,2.09513,41.47945,53114514,2.09513,41.47945
380107,53114610,2.09513,41.47945,53114503,2.09513,41.47945
380123,53114610,2.09513,41.47945,53114487,2.09513,41.47945
380138,53114610,2.09513,41.47945,53114472,2.09513,41.47945
380154,53114610,2.09513,41.47945,53114456,2.09513,41.47945
380174,53114610,2.09513,41.47945,53114436,2.09513,41.47945
380234,53114610,2.09513,41.47945,53114376,2.09513,41.47945
380324,53114610,2.09513,41.47945,53114285,2.09513,41.47945
380384,53114610,2.09513,41.47945,53114225,2.09513,41.47945
380452,53114610,2.09513,41.47945,53114157,2.09513,41.47945
380518,53114610,2.09513,41.47945,53114091,2.09513,41.47945
380575,53114610,2.09513,41.47945,53114034,2.09513,41.47945
380638,53114610,2.09513,41.47945,53113970,2.09513,41.47945
380664,53114610,2.09513,41.47945,53113944,2.09513,41.47945
380687,53114610,2.09513,41.47945,53113921,2.09513,41.47945
380713,53114610,2.09513,41.47945,53113894,2.09513,41.47945
380734,53114610,2.09513,41.47945,53113872,2.09513,41.47945
380762,53114610,2.09513,41.47945,53113844,2.09513,41.47945
380793,53114610,2.09513,41.47945,53113812,2.09513,41.47945
380817,53114610,2.09513,41.47945,53113788,2.09513,41.47945
380859,53114610,2.09513,41.47945,53113745,2.09513,41.47945
380901,53114610,2.09513,41.47945,53113703,2.09513,41.47945
380958,53114610,2.09513,41.47945,53113646,2.09513,41.47945
380999,53114610,2.09513,41.47945,53113604,2.09513,41.47945
381034,53114610,2.09513,41.47945,53113569,2.09513,41.47945
499988,53114604,2.07711,41.46928,53114616,2.07711,41.46928
500014,53114604,2.07711,41.46928,53114590,2.07711,41.46928
500030,53114604,2.07711,41.46928,53114574,2.07711,41.46928
500044,53114604,2.07711,41.46928,53114560,2.07711,41.46928
500058,53114604,2.07711,41.46928,53114546,2.07711,41.46928
500071,53114604,2.07711,41.46928,53114533,2.07711,41.46928
500082,53114604,2.07711,41.46928,53114522,2.07711,41.46928
500093,53114604,2.07711,41.46928,53114511,2.07711,41.46928
540013,53114602,-1.64183,41.35116,53114589,-1.64183,41.35116
540022,53114602,-1.64183,41.35116,53114580,-1.64183,41.35116
540023,53114602,-1.64183,41.35116,53114579,-1.64183,41.35116
