,POS_ID,POS_LONGITUD,POS_LATITUD,POS_ID_2,POS_LONGITUD_2,POS_LATITUD_2
1499956,53114554,2.09514,41.47939,53114598,2.09514,41.47939
1499970,53114554,2.09514,41.47939,53114584,2.09514,41.47939
1499986,53114554,2.09514,41.47939,53114568,2.09514,41.47939
1500014,53114554,2.09514,41.47939,53114540,2.09514,41.47939
1500025,53114554,2.09514,41.47939,53114529,2.09514,41.47939
1500039,53114554,2.09514,41.47939,53114515,2.09514,41.47939
1500049,53114554,2.09514,41.47939,53114505,2.09514,41.47939
1500063,53114554,2.09514,41.47939,53114491,2.09514,41.47939
1500080,53114554,2.09514,41.47939,53114474,2.09514,41.47939
1500094,53114554,2.09514,41.47939,53114460,2.09514,41.47939
1500116,53114554,2.09514,41.47939,53114438,2.09514,41.47939
1500166,53114554,2.09514,41.47939,53114388,2.09514,41.47939
1500257,53114554,2.09514,41.47939,53114296,2.09514,41.47939
1500314,53114554,2.09514,41.47939,53114239,2.09514,41.47939
1500384,53114554,2.09514,41.47939,53114169,2.09514,41.47939
1500460,53114554,2.09514,41.47939,53114093,2.09514,41.47939
1500516,53114554,2.09514,41.47939,53114037,2.09514,41.47939
1500581,53114554,2.09514,41.47939,53113971,2.09514,41.47939
1500607,53114554,2.09514,41.47939,53113945,2.09514,41.47939
1500630,53114554,2.09514,41.47939,53113922,2.09514,41.47939
1500656,53114554,2.09514,41.47939,53113895,2.09514,41.47939
1519930,53114553,2.09513,41.47945,53114623,2.09513,41.47945
1519943,53114553,2.09513,41.47945,53114610,2.09513,41.47945
1519956,53114553,2.09513,41.47945,53114597,2.09513,41.47945
1519970,53114553,2.09513,41.47945,53114583,2.09513,41.47945
1519986,53114553,2.09513,41.47945,53114567,2.09513,41.47945
1520014,53114553,2.09513,41.47945,53114539,2.09513,41.47945
1520026,53114553,2.09513,41.47945,53114527,2.09513,41.47945
1520039,53114553,2.09513,41.47945,53114514,2.09513,41.47945
1520050,53114553,2.09513,41.47945,53114503,2.09513,41.47945
1520066,53114553,2.09513,41.47945,53114487,2.09513,41.47945
1520081,53114553,2.09513,41.47945,53114472,2.09513,41.47945
1520097,53114553,2.09513,41.47945,53114456,2.09513,41.47945
1520117,53114553,2.09513,41.47945,53114436,2.09513,41.47945
1520177,53114553,2.09513,41.47945,53114376,2.09513,41.47945
1520267,53114553,2.09513,41.47945,53114285,2.09513,41.47945
1520327,53114553,2.09513,41.47945,53114225,2.09513,41.47945
1520395,53114553,2.09513,41.47945,53114157,2.09513,41.47945
1520461,53114553,2.09513,41.47945,53114091,2.09513,41.47945
1520518,53114553,2.09513,41.47945,53114034,2.09513,41.47945
1520581,53114553,2.09513,41.47945,53113970,2.09513,41.47945
1520607,53114553,2.09513,41.47945,53113944,2.09513,41.47945
1520630,53114553,2.09513,41.47945,53113921,2.09513,41.47945
1520656,53114553,2.09513,41.47945,53113894,2.09513,41.47945
1520677,53114553,2.09513,41.47945,53113872,2.09513,41.47945
1520705,53114553,2.09513,41.47945,53113844,2.09513,41.47945
1520736,53114553,2.09513,41.47945,53113812,2.09513,41.47945
1520760,53114553,2.09513,41.47945,53113788,2.09513,41.47945
1520802,53114553,2.09513,41.47945,53113745,2.09513,41.47945
1520844,53114553,2.09513,41.47945,53113703,2.09513,41.47945
1520901,53114553,2.09513,41.47945,53113646,2.09513,41.47945
1520942,53114553,2.09513,41.47945,53113604,2.09513,41.47945
1520977,53114553,2.09513,41.47945,53113569,2.09513,41.47945
1659930,53114546,2.07711,41.46928,53114616,2.07711,41.46928
1659942,53114546,2.07711,41.46928,53114604,2.07711,41.46928
1659956,53114546,2.07711,41.46928,53114590,2.07711,41.46928
1659972,53114546,2.07711,41.46928,53114574,2.07711,41.46928
1659986,53114546,2.07711,41.46928,53114560,2.07711,41.46928
1660013,53114546,2.07711,41.46928,53114533,2.07711,41.46928
1660024,53114546,2.07711,41.46928,53114522,2.07711,41.46928
1660035,53114546,2.07711,41.46928,53114511,2.07711,41.46928
1679919,53114545,2.09539,41.47969,53114626,2.09539,41.47969
1679931,53114545,2.09539,41.47969,53114614,2.09539,41.47969
1679944,53114545,2.09539,41.47969,53114601,2.09539,41.47969
1679957,53114545,2.09539,41.47969,53114588,2.09539,41.47969
1679973,53114545,2.09539,41.47969,53114572,2.09539,41.47969
1679986,53114545,2.09539,41.47969,53114559,2.09539,41.47969
1680013,53114545,2.09539,41.47969,53114532,2.09539,41.47969
1680025,53114545,2.09539,41.47969,53114520,2.09539,41.47969
1680036,53114545,2.09539,41.47969,53114509,2.09539,41.47969
1680051,53114545,2.09539,41.47969,53114494,2.09539,41.47969
1680065,53114545,2.09539,41.47969,53114480,2.09539,41.47969
1680083,53114545,2.09539,41.47969,53114462,2.09539,41.47969
1680103,53114545,2.09539,41.47969,53114442,2.09539,41.47969
1680144,53114545,2.09539,41.47969,53114401,2.09539,41.47969
1680231,53114545,2.09539,41.47969,53114313,2.09539,41.47969
1680290,53114545,2.09539,41.47969,53114254,2.09539,41.47969
1680359,53114545,2.09539,41.47969,53114185,2.09539,41.47969
1680425,53114545,2.09539,41.47969,53114119,2.09539,41.47969
1680486,53114545,2.09539,41.47969,53114058,2.09539,41.47969
1680545,53114545,2.09539,41.47969,53113999,2.09539,41.47969
1680591,53114545,2.09539,41.47969,53113952,2.09539,41.47969
1680613,53114545,2.09539,41.47969,53113930,2.09539,41.47969
1680640,53114545,2.09539,41.47969,53113902,2.09539,41.47969
1680662,53114545,2.09539,41.47969,53113879,2.09539,41.47969
1680690,53114545,2.09539,41.47969,53113851,2.09539,41.47969
1680717,53114545,2.09539,41.47969,53113823,2.09539,41.47969
1680744,53114545,2.09539,41.47969,53113796,2.09539,41.47969
1680782,53114545,2.09539,41.47969,53113757,2.09539,41.47969
1680820,53114545,2.09539,41.47969,53113719,2.09539,41.47969
1680877,53114545,2.09539,41.47969,53113662,2.09539,41.47969
1680915,53114545,2.09539,41.47969,53113624,2.09539,41.47969
1680958,53114545,2.09539,41.47969,53113580,2.09539,41.47969
1680989,53114545,2.09539,41.47969,53113549,2.09539,41.47969
1681021,53114545,2.09539,41.47969,53113516,2.09539,41.47969
1681084,53114545,2.09539,41.47969,53113453,2.09539,41.47969
1681217,53114545,2.09539,41.47969,53113320,2.09539,41.47969
1681315,53114545,2.09539,41.47969,53113222,2.09539,41.47969
1681417,53114545,2.09539,41.47969,53113118,2.09539,41.47969
1681526,53114545,2.09539,41.47969,53113009,2.09539,41.47969
1681567,53114545,2.09539,41.47969,53112968,2.09539,41.47969
1681600,53114545,2.09539,41.47969,53112934,2.09539,41.47969
1699919,53114544,2.09488,41.47934,53114625,2.09488,41.47934
1699932,53114544,2.09488,41.47934,53114612,2.09488,41.47934
1699945,53114544,2.09488,41.47934,53114599,2.09488,41.47934
1699957,53114544,2.09488,41.47934,53114587,2.09488,41.47934
1699973,53114544,2.09488,41.47934,53114571,2.09488,41.47934
1699986,53114544,2.09488,41.47934,53114558,2.09488,41.47934
1700013,53114544,2.09488,41.47934,53114531,2.09488,41.47934
1700025,53114544,2.09488,41.47934,53114519,2.09488,41.47934
1700038,53114544,2.09488,41.47934,53114506,2.09488,41.47934
1700052,53114544,2.09488,41.47934,53114492,2.09488,41.47934
1700069,53114544,2.09488,41.47934,53114475,2.09488,41.47934
1700085,53114544,2.09488,41.47934,53114459,2.09488,41.47934
1700105,53114544,2.09488,41.47934,53114439,2.09488,41.47934
1700155,53114544,2.09488,41.47934,53114389,2.09488,41.47934
1700242,53114544,2.09488,41.47934,53114301,2.09488,41.47934
1700293,53114544,2.09488,41.47934,53114250,2.09488,41.47934
1700372,53114544,2.09488,41.47934,53114171,2.09488,41.47934
1700438,53114544,2.09488,41.47934,53114105,2.09488,41.47934
1700492,53114544,2.09488,41.47934,53114051,2.09488,41.47934
1700557,53114544,2.09488,41.47934,53113986,2.09488,41.47934
1700594,53114544,2.09488,41.47934,53113948,2.09488,41.47934
1700617,53114544,2.09488,41.47934,53113925,2.09488,41.47934
1700644,53114544,2.09488,41.47934,53113897,2.09488,41.47934
1700665,53114544,2.09488,41.47934,53113875,2.09488,41.47934
1700691,53114544,2.09488,41.47934,53113849,2.09488,41.47934
1700723,53114544,2.09488,41.47934,53113816,2.09488,41.47934
1700748,53114544,2.09488,41.47934,53113791,2.09488,41.47934
1700772,53114544,2.09488,41.47934,53113767,2.09488,41.47934
1719915,53114543,2.09492,41.47936,53114628,2.09492,41.47936
1719930,53114543,2.09492,41.47936,53114613,2.09492,41.47936
1719943,53114543,2.09492,41.47936,53114600,2.09492,41.47936
1719958,53114543,2.09492,41.47936,53114585,2.09492,41.47936
1719974,53114543,2.09492,41.47936,53114569,2.09492,41.47936
1719986,53114543,2.09492,41.47936,53114557,2.09492,41.47936
1720013,53114543,2.09492,41.47936,53114530,2.09492,41.47936
1720027,53114543,2.09492,41.47936,53114516,2.09492,41.47936
1720035,53114543,2.09492,41.47936,53114508,2.09492,41.47936
1720050,53114543,2.09492,41.47936,53114493,2.09492,41.47936
1720067,53114543,2.09492,41.47936,53114476,2.09492,41.47936
1720082,53114543,2.09492,41.47936,53114461,2.09492,41.47936
1720103,53114543,2.09492,41.47936,53114440,2.09492,41.47936
1720143,53114543,2.09492,41.47936,53114400,2.09492,41.47936
1720230,53114543,2.09492,41.47936,53114312,2.09492,41.47936
1720291,53114543,2.09492,41.47936,53114251,2.09492,41.47936
1720369,53114543,2.09492,41.47936,53114173,2.09492,41.47936
1720436,53114543,2.09492,41.47936,53114106,2.09492,41.47936
1720490,53114543,2.09492,41.47936,53114052,2.09492,41.47936
1720555,53114543,2.09492,41.47936,53113987,2.09492,41.47936
1720592,53114543,2.09492,41.47936,53113949,2.09492,41.47936
1720612,53114543,2.09492,41.47936,53113929,2.09492,41.47936
1720642,53114543,2.09492,41.47936,53113898,2.09492,41.47936
1720662,53114543,2.09492,41.47936,53113877,2.09492,41.47936
1720689,53114543,2.09492,41.47936,53113850,2.09492,41.47936
1720718,53114543,2.09492,41.47936,53113820,2.09492,41.47936
1720744,53114543,2.09492,41.47936,53113794,2.09492,41.47936
1720784,53114543,2.09492,41.47936,53113753,2.09492,41.47936
1720820,53114543,2.09492,41.47936,53113717,2.09492,41.47936
1779916,53114540,2.09514,41.47939,53114624,2.09514,41.47939
1779929,53114540,2.09514,41.47939,53114611,2.09514,41.47939
1779942,53114540,2.09514,41.47939,53114598,2.09514,41.47939
1779956,53114540,2.09514,41.47939,53114584,2.09514,41.47939
1779972,53114540,2.09514,41.47939,53114568,2.09514,41.47939
1779986,53114540,2.09514,41.47939,53114554,2.09514,41.47939
1780011,53114540,2.09514,41.47939,53114529,2.09514,41.47939
1780025,53114540,2.09514,41.47939,53114515,2.09514,41.47939
1780035,53114540,2.09514,41.47939,53114505,2.09514,41.47939
1780049,53114540,2.09514,41.47939,53114491,2.09514,41.47939
1780066,53114540,2.09514,41.47939,53114474,2.09514,41.47939
1780080,53114540,2.09514,41.47939,53114460,2.09514,41.47939
1780102,53114540,2.09514,41.47939,53114438,2.09514,41.47939
1780152,53114540,2.09514,41.47939,53114388,2.09514,41.47939
1780243,53114540,2.09514,41.47939,53114296,2.09514,41.47939
1780300,53114540,2.09514,41.47939,53114239,2.09514,41.47939
1780370,53114540,2.09514,41.47939,53114169,2.09514,41.47939
1780446,53114540,2.09514,41.47939,53114093,2.09514,41.47939
1780502,53114540,2.09514,41.47939,53114037,2.09514,41.47939
1780567,53114540,2.09514,41.47939,53113971,2.09514,41.47939
1780593,53114540,2.09514,41.47939,53113945,2.09514,41.47939
1780616,53114540,2.09514,41.47939,53113922,2.09514,41.47939
1780642,53114540,2.09514,41.47939,53113895,2.09514,41.47939
1799916,53114539,2.09513,41.47945,53114623,2.09513,41.47945
1799929,53114539,2.09513,41.47945,53114610,2.09513,41.47945
1799942,53114539,2.09513,41.47945,53114597,2.09513,41.47945
1799956,53114539,2.09513,41.47945,53114583,2.09513,41.47945
1799972,53114539,2.09513,41.47945,53114567,2.09513,41.47945
1799986,53114539,2.09513,41.47945,53114553,2.09513,41.47945
1800012,53114539,2.09513,41.47945,53114527,2.09513,41.47945
1800025,53114539,2.09513,41.47945,53114514,2.09513,41.47945
1800036,53114539,2.09513,41.47945,53114503,2.09513,41.47945
1800052,53114539,2.09513,41.47945,53114487,2.09513,41.47945
1800067,53114539,2.09513,41.47945,53114472,2.09513,41.47945
1800083,53114539,2.09513,41.47945,53114456,2.09513,41.47945
1800103,53114539,2.09513,41.47945,53114436,2.09513,41.47945
1800163,53114539,2.09513,41.47945,53114376,2.09513,41.47945
1800253,53114539,2.09513,41.47945,53114285,2.09513,41.47945
1800313,53114539,2.09513,41.47945,53114225,2.09513,41.47945
1800381,53114539,2.09513,41.47945,53114157,2.09513,41.47945
1800447,53114539,2.09513,41.47945,53114091,2.09513,41.47945
1800504,53114539,2.09513,41.47945,53114034,2.09513,41.47945
1800567,53114539,2.09513,41.47945,53113970,2.09513,41.47945
1800593,53114539,2.09513,41.47945,53113944,2.09513,41.47945
1800616,53114539,2.09513,41.47945,53113921,2.09513,41.47945
1800642,53114539,2.09513,41.47945,53113894,2.09513,41.47945
1800663,53114539,2.09513,41.47945,53113872,2.09513,41.47945
1800691,53114539,2.09513,41.47945,53113844,2.09513,41.47945
1800722,53114539,2.09513,41.47945,53113812,2.09513,41.47945
1800746,53114539,2.09513,41.47945,53113788,2.09513,41.47945
1800788,53114539,2.09513,41.47945,53113745,2.09513,41.47945
1800830,53114539,2.09513,41.47945,53113703,2.09513,41.47945
1800887,53114539,2.09513,41.47945,53113646,2.09513,41.47945
1800928,53114539,2.09513,41.47945,53113604,2.09513,41.47945
1800963,53114539,2.09513,41.47945,53113569,2.09513,41.47945
1879914,53114535,2.095073,41.47966,53114621,2.095074,41.47966
1919917,53114533,2.07711,41.46928,53114616,2.07711,41.46928
1919929,53114533,2.07711,41.46928,53114604,2.07711,41.46928
1919943,53114533,2.07711,41.46928,53114590,2.07711,41.46928
1919959,53114533,2.07711,41.46928,53114574,2.07711,41.46928
1919973,53114533,2.07711,41.46928,53114560,2.07711,41.46928
1919987,53114533,2.07711,41.46928,53114546,2.07711,41.46928
1920011,53114533,2.07711,41.46928,53114522,2.07711,41.46928
1920022,53114533,2.07711,41.46928,53114511,2.07711,41.46928
1939906,53114532,2.09539,41.47969,53114626,2.09539,41.47969
1939918,53114532,2.09539,41.47969,53114614,2.09539,41.47969
1939931,53114532,2.09539,41.47969,53114601,2.09539,41.47969
1939944,53114532,2.09539,41.47969,53114588,2.09539,41.47969
1939960,53114532,2.09539,41.47969,53114572,2.09539,41.47969
1939973,53114532,2.09539,41.47969,53114559,2.09539,41.47969
1939987,53114532,2.09539,41.47969,53114545,2.09539,41.47969
1940012,53114532,2.09539,41.47969,53114520,2.09539,41.47969
1940023,53114532,2.09539,41.47969,53114509,2.09539,41.47969
1940038,53114532,2.09539,41.47969,53114494,2.09539,41.47969
1940052,53114532,2.09539,41.47969,53114480,2.09539,41.47969
1940070,53114532,2.09539,41.47969,53114462,2.09539,41.47969
1940090,53114532,2.09539,41.47969,53114442,2.09539,41.47969
1940131,53114532,2.09539,41.47969,53114401,2.09539,41.47969
1940218,53114532,2.09539,41.47969,53114313,2.09539,41.47969
1940277,53114532,2.09539,41.47969,53114254,2.09539,41.47969
1940346,53114532,2.09539,41.47969,53114185,2.09539,41.47969
1940412,53114532,2.09539,41.47969,53114119,2.09539,41.47969
1940473,53114532,2.09539,41.47969,53114058,2.09539,41.47969
1940532,53114532,2.09539,41.47969,53113999,2.09539,41.47969
1940578,53114532,2.09539,41.47969,53113952,2.09539,41.47969
1940600,53114532,2.09539,41.47969,53113930,2.09539,41.47969
1940627,53114532,2.09539,41.47969,53113902,2.09539,41.47969
1940649,53114532,2.09539,41.47969,53113879,2.09539,41.47969
1940677,53114532,2.09539,41.47969,53113851,2.09539,41.47969
1940704,53114532,2.09539,41.47969,53113823,2.09539,41.47969
1940731,53114532,2.09539,41.47969,53113796,2.09539,41.47969
1940769,53114532,2.09539,41.47969,53113757,2.09539,41.47969
1940807,53114532,2.09539,41.47969,53113719,2.09539,41.47969
1940864,53114532,2.09539,41.47969,53113662,2.09539,41.47969
1940902,53114532,2.09539,41.47969,53113624,2.09539,41.47969
1940945,53114532,2.09539,41.47969,53113580,2.09539,41.47969
1940976,53114532,2.09539,41.47969,53113549,2.09539,41.47969
1941008,53114532,2.09539,41.47969,53113516,2.09539,41.47969
1941071,53114532,2.09539,41.47969,53113453,2.09539,41.47969
1941204,53114532,2.09539,41.47969,53113320,2.09539,41.47969
1941302,53114532,2.09539,41.47969,53113222,2.09539,41.47969
1941404,53114532,2.09539,41.47969,53113118,2.09539,41.47969
1941513,53114532,2.09539,41.47969,53113009,2.09539,41.47969
1941554,53114532,2.09539,41.47969,53112968,2.09539,41.47969
1941587,53114532,2.09539,41.47969,53112934,2.09539,41.47969
1959906,53114531,2.09488,41.47934,53114625,2.09488,41.47934
1959919,53114531,2.09488,41.47934,53114612,2.09488,41.47934
1959932,53114531,2.09488,41.47934,53114599,2.09488,41.47934
1959944,53114531,2.09488,41.47934,53114587,2.09488,41.47934
1959960,53114531,2.09488,41.47934,53114571,2.09488,41.47934
1959973,53114531,2.09488,41.47934,53114558,2.09488,41.47934
1959987,53114531,2.09488,41.47934,53114544,2.09488,41.47934
1960012,53114531,2.09488,41.47934,53114519,2.09488,41.47934
1960025,53114531,2.09488,41.47934,53114506,2.09488,41.47934
1960039,53114531,2.09488,41.47934,53114492,2.09488,41.47934
1960056,53114531,2.09488,41.47934,53114475,2.09488,41.47934
1960072,53114531,2.09488,41.47934,53114459,2.09488,41.47934
1960092,53114531,2.09488,41.47934,53114439,2.09488,41.47934
1960142,53114531,2.09488,41.47934,53114389,2.09488,41.47934
1960229,53114531,2.09488,41.47934,53114301,2.09488,41.47934
1960280,53114531,2.09488,41.47934,53114250,2.09488,41.47934
1960359,53114531,2.09488,41.47934,53114171,2.09488,41.47934
1960425,53114531,2.09488,41.47934,53114105,2.09488,41.47934
1960479,53114531,2.09488,41.47934,53114051,2.09488,41.47934
1960544,53114531,2.09488,41.47934,53113986,2.09488,41.47934
1960581,53114531,2.09488,41.47934,53113948,2.09488,41.47934
1960604,53114531,2.09488,41.47934,53113925,2.09488,41.47934
1960631,53114531,2.09488,41.47934,53113897,2.09488,41.47934
1960652,53114531,2.09488,41.47934,53113875,2.09488,41.47934
1960678,53114531,2.09488,41.47934,53113849,2.09488,41.47934
1960710,53114531,2.09488,41.47934,53113816,2.09488,41.47934
1960735,53114531,2.09488,41.47934,53113791,2.09488,41.47934
1960759,53114531,2.09488,41.47934,53113767,2.09488,41.47934
1979902,53114530,2.09492,41.47936,53114628,2.09492,41.47936
1979917,53114530,2.09492,41.47936,53114613,2.09492,41.47936
1979930,53114530,2.09492,41.47936,53114600,2.09492,41.47936
1979945,53114530,2.09492,41.47936,53114585,2.09492,41.47936
1979961,53114530,2.09492,41.47936,53114569,2.09492,41.47936
1979973,53114530,2.09492,41.47936,53114557,2.09492,41.47936
1979987,53114530,2.09492,41.47936,53114543,2.09492,41.47936
1980014,53114530,2.09492,41.47936,53114516,2.09492,41.47936
1980022,53114530,2.09492,41.47936,53114508,2.09492,41.47936
1980037,53114530,2.09492,41.47936,53114493,2.09492,41.47936
1980054,53114530,2.09492,41.47936,53114476,2.09492,41.47936
1980069,53114530,2.09492,41.47936,53114461,2.09492,41.47936
1980090,53114530,2.09492,41.47936,53114440,2.09492,41.47936
1980130,53114530,2.09492,41.47936,53114400,2.09492,41.47936
1980217,53114530,2.09492,41.47936,53114312,2.09492,41.47936
1980278,53114530,2.09492,41.47936,53114251,2.09492,41.47936
1980356,53114530,2.09492,41.47936,53114173,2.09492,41.47936
1980423,53114530,2.09492,41.47936,53114106,2.09492,41.47936
1980477,53114530,2.09492,41.47936,53114052,2.09492,41.47936
1980542,53114530,2.09492,41.47936,53113987,2.09492,41.47936
1980579,53114530,2.09492,41.47936,53113949,2.09492,41.47936
1980599,53114530,2.09492,41.47936,53113929,2.09492,41.47936
1980629,53114530,2.09492,41.47936,53113898,2.09492,41.47936
1980649,53114530,2.09492,41.47936,53113877,2.09492,41.47936
1980676,53114530,2.09492,41.47936,53113850,2.09492,41.47936
1980705,53114530,2.09492,41.47936,53113820,2.09492,41.47936
1980731,53114530,2.09492,41.47936,53113794,2.09492,41.47936
1980771,53114530,2.09492,41.47936,53113753,2.09492,41.47936
1980807,53114530,2.09492,41.47936,53113717,2.09492,41.47936
